challenge_id,user_id,type,date
6,31,correct,2019-11-20 18:51:56
45,43,correct,2019-11-20 18:52:01
8,31,correct,2019-11-20 18:52:05
46,43,correct,2019-11-20 18:52:12
47,43,correct,2019-11-20 18:52:27
4,32,correct,2019-11-20 18:52:35
48,43,correct,2019-11-20 18:52:39
3,32,correct,2019-11-20 18:52:49
49,43,correct,2019-11-20 18:52:50
50,43,correct,2019-11-20 18:52:59
51,43,correct,2019-11-20 18:53:18
13,37,correct,2019-11-20 18:53:22
1,44,correct,2019-11-20 18:53:43
52,43,correct,2019-11-20 18:53:45
10,31,correct,2019-11-20 18:54:01
53,43,correct,2019-11-20 18:54:26
16,36,correct,2019-11-20 18:54:50
55,43,correct,2019-11-20 18:55:15
31,44,correct,2019-11-20 18:55:18
11,31,correct,2019-11-20 18:55:33
2,32,correct,2019-11-20 18:55:37
32,44,correct,2019-11-20 18:56:01
12,36,correct,2019-11-20 18:56:04
56,43,correct,2019-11-20 18:56:06
57,43,correct,2019-11-20 18:56:32
33,44,correct,2019-11-20 18:56:41
58,43,correct,2019-11-20 18:56:49
59,43,correct,2019-11-20 18:56:59
60,43,correct,2019-11-20 18:57:10
61,43,correct,2019-11-20 18:57:25
13,31,correct,2019-11-20 18:57:26
62,43,correct,2019-11-20 18:57:36
63,43,correct,2019-11-20 18:57:59
9,32,correct,2019-11-20 18:58:12
64,43,correct,2019-11-20 18:58:13
7,36,correct,2019-11-20 18:58:27
65,43,correct,2019-11-20 18:58:30
66,43,correct,2019-11-20 18:58:51
67,43,correct,2019-11-20 18:59:04
68,43,correct,2019-11-20 18:59:34
69,43,correct,2019-11-20 18:59:50
70,43,correct,2019-11-20 19:00:02
71,43,correct,2019-11-20 19:00:12
36,44,correct,2019-11-20 19:00:30
12,31,correct,2019-11-20 19:00:33
72,43,correct,2019-11-20 19:00:34
1,46,correct,2019-11-20 19:01:12
73,43,correct,2019-11-20 19:01:12
37,44,correct,2019-11-20 19:01:36
17,36,correct,2019-11-20 19:01:38
3,36,correct,2019-11-20 19:01:54
74,43,correct,2019-11-20 19:02:02
38,44,correct,2019-11-20 19:02:12
75,43,correct,2019-11-20 19:02:14
76,43,correct,2019-11-20 19:02:25
39,44,correct,2019-11-20 19:02:53
31,46,correct,2019-11-20 19:03:06
32,46,correct,2019-11-20 19:03:32
40,44,correct,2019-11-20 19:03:33
6,36,correct,2019-11-20 19:03:39
41,44,correct,2019-11-20 19:04:26
33,46,correct,2019-11-20 19:04:40
42,44,correct,2019-11-20 19:04:47
43,44,correct,2019-11-20 19:05:02
34,46,correct,2019-11-20 19:05:09
44,44,correct,2019-11-20 19:05:13
45,44,correct,2019-11-20 19:05:41
15,37,correct,2019-11-20 19:06:08
8,36,correct,2019-11-20 19:06:14
78,22,correct,2019-11-20 19:06:23
46,44,correct,2019-11-20 19:06:23
1,47,correct,2019-11-20 19:06:23
35,46,correct,2019-11-20 19:06:31
5,36,correct,2019-11-20 19:06:36
31,50,correct,2019-11-20 19:06:49
48,44,correct,2019-11-20 19:06:50
36,46,correct,2019-11-20 19:06:56
32,50,correct,2019-11-20 19:07:11
1,49,correct,2019-11-20 19:07:20
37,46,correct,2019-11-20 19:07:48
16,37,correct,2019-11-20 19:08:08
31,47,correct,2019-11-20 19:08:21
11,36,correct,2019-11-20 19:08:22
31,49,correct,2019-11-20 19:08:26
52,44,correct,2019-11-20 19:08:35
38,46,correct,2019-11-20 19:08:39
79,22,correct,2019-11-20 19:08:49
32,49,correct,2019-11-20 19:08:51
39,46,correct,2019-11-20 19:09:01
32,47,correct,2019-11-20 19:09:28
40,46,correct,2019-11-20 19:09:32
1,50,correct,2019-11-20 19:09:37
33,47,correct,2019-11-20 19:10:10
34,50,correct,2019-11-20 19:10:23
54,44,correct,2019-11-20 19:10:26
41,46,correct,2019-11-20 19:10:38
35,50,correct,2019-11-20 19:10:56
55,44,correct,2019-11-20 19:11:12
42,46,correct,2019-11-20 19:11:12
36,50,correct,2019-11-20 19:11:23
14,36,correct,2019-11-20 19:11:43
43,46,correct,2019-11-20 19:12:15
44,46,correct,2019-11-20 19:12:47
37,50,correct,2019-11-20 19:12:57
20,36,correct,2019-11-20 19:13:20
45,46,correct,2019-11-20 19:13:20
38,50,correct,2019-11-20 19:13:34
46,46,correct,2019-11-20 19:13:35
56,44,correct,2019-11-20 19:13:54
44,49,correct,2019-11-20 19:13:54
39,50,correct,2019-11-20 19:13:54
45,49,correct,2019-11-20 19:14:26
57,44,correct,2019-11-20 19:14:27
69,37,correct,2019-11-20 19:14:30
9,36,correct,2019-11-20 19:15:02
48,46,correct,2019-11-20 19:15:41
58,44,correct,2019-11-20 19:15:43
59,44,correct,2019-11-20 19:16:17
70,37,correct,2019-11-20 19:16:28
71,37,correct,2019-11-20 19:16:43
75,37,correct,2019-11-20 19:16:54
76,37,correct,2019-11-20 19:17:06
60,44,correct,2019-11-20 19:17:16
33,49,correct,2019-11-20 19:17:16
41,50,correct,2019-11-20 19:17:28
61,44,correct,2019-11-20 19:17:33
42,50,correct,2019-11-20 19:17:42
62,44,correct,2019-11-20 19:17:45
34,49,correct,2019-11-20 19:17:47
43,50,correct,2019-11-20 19:17:50
63,44,correct,2019-11-20 19:17:59
44,50,correct,2019-11-20 19:18:01
45,50,correct,2019-11-20 19:18:10
64,44,correct,2019-11-20 19:18:26
35,49,correct,2019-11-20 19:18:27
46,50,correct,2019-11-20 19:18:44
53,46,correct,2019-11-20 19:18:52
47,50,correct,2019-11-20 19:18:54
48,50,correct,2019-11-20 19:19:03
36,49,correct,2019-11-20 19:19:13
65,44,correct,2019-11-20 19:19:40
1,51,correct,2019-11-20 19:19:40
50,50,correct,2019-11-20 19:19:55
14,31,correct,2019-11-20 19:20:17
18,37,correct,2019-11-20 19:20:29
66,44,correct,2019-11-20 19:20:35
55,46,correct,2019-11-20 19:20:53
51,50,correct,2019-11-20 19:20:53
67,44,correct,2019-11-20 19:20:59
15,31,correct,2019-11-20 19:21:06
52,50,correct,2019-11-20 19:21:10
68,44,correct,2019-11-20 19:21:21
38,49,correct,2019-11-20 19:21:22
72,46,correct,2019-11-20 19:21:27
37,51,correct,2019-11-20 19:21:28
69,44,correct,2019-11-20 19:21:33
19,37,correct,2019-11-20 19:21:37
39,49,correct,2019-11-20 19:21:38
70,44,correct,2019-11-20 19:21:43
71,44,correct,2019-11-20 19:21:54
40,49,correct,2019-11-20 19:21:59
72,44,correct,2019-11-20 19:22:13
74,46,correct,2019-11-20 19:22:16
54,50,correct,2019-11-20 19:22:21
53,51,correct,2019-11-20 19:22:22
55,50,correct,2019-11-20 19:22:44
41,49,correct,2019-11-20 19:22:51
42,49,correct,2019-11-20 19:23:07
68,51,correct,2019-11-20 19:23:08
56,50,correct,2019-11-20 19:23:15
43,49,correct,2019-11-20 19:23:26
74,44,correct,2019-11-20 19:23:33
60,51,correct,2019-11-20 19:23:33
54,46,correct,2019-11-20 19:23:34
46,49,correct,2019-11-20 19:23:45
18,36,correct,2019-11-20 19:23:49
58,50,correct,2019-11-20 19:23:55
59,50,correct,2019-11-20 19:24:03
75,44,correct,2019-11-20 19:24:05
47,49,correct,2019-11-20 19:24:23
76,44,correct,2019-11-20 19:24:31
48,49,correct,2019-11-20 19:24:35
60,50,correct,2019-11-20 19:24:35
61,50,correct,2019-11-20 19:24:49
62,50,correct,2019-11-20 19:24:59
50,49,correct,2019-11-20 19:25:01
63,50,correct,2019-11-20 19:25:14
64,50,correct,2019-11-20 19:25:28
51,49,correct,2019-11-20 19:25:29
65,50,correct,2019-11-20 19:25:50
23,36,correct,2019-11-20 19:26:11
66,50,correct,2019-11-20 19:26:13
67,50,correct,2019-11-20 19:26:26
68,50,correct,2019-11-20 19:26:57
53,49,correct,2019-11-20 19:27:21
9,37,correct,2019-11-20 19:27:21
69,50,correct,2019-11-20 19:27:37
54,49,correct,2019-11-20 19:28:00
24,36,correct,2019-11-20 19:28:38
70,50,correct,2019-11-20 19:28:38
16,31,correct,2019-11-20 19:28:43
71,50,correct,2019-11-20 19:28:54
72,50,correct,2019-11-20 19:29:20
3,44,correct,2019-11-20 19:29:20
2,43,correct,2019-11-20 19:29:28
27,36,correct,2019-11-20 19:29:45
3,43,correct,2019-11-20 19:29:52
4,43,correct,2019-11-20 19:30:34
74,37,correct,2019-11-20 19:30:47
2,44,correct,2019-11-20 19:30:48
7,25,correct,2019-11-20 19:30:49
5,43,correct,2019-11-20 19:31:07
29,36,correct,2019-11-20 19:31:35
4,44,correct,2019-11-20 19:32:39
17,37,correct,2019-11-20 19:32:47
7,43,correct,2019-11-20 19:33:07
5,44,correct,2019-11-20 19:33:07
7,44,correct,2019-11-20 19:34:49
25,36,correct,2019-11-20 19:35:25
6,43,correct,2019-11-20 19:36:26
48,53,correct,2019-11-20 19:36:36
8,43,correct,2019-11-20 19:37:39
20,31,correct,2019-11-20 19:38:03
10,43,correct,2019-11-20 19:38:31
2,47,correct,2019-11-20 19:40:24
72,37,correct,2019-11-20 19:40:27
11,43,correct,2019-11-20 19:41:14
56,37,correct,2019-11-20 19:41:19
12,43,correct,2019-11-20 19:42:51
1,53,correct,2019-11-20 19:43:23
53,37,correct,2019-11-20 19:43:57
18,31,correct,2019-11-20 19:44:11
13,43,correct,2019-11-20 19:44:15
52,37,correct,2019-11-20 19:44:18
41,37,correct,2019-11-20 19:44:39
40,37,correct,2019-11-20 19:44:57
35,37,correct,2019-11-20 19:45:19
34,37,correct,2019-11-20 19:45:37
19,31,correct,2019-11-20 19:46:50
33,37,correct,2019-11-20 19:48:18
32,37,correct,2019-11-20 19:48:59
37,37,correct,2019-11-20 19:49:26
9,31,correct,2019-11-20 19:49:48
11,53,correct,2019-11-20 19:50:05
14,43,correct,2019-11-20 19:50:13
39,37,correct,2019-11-20 19:50:42
78,36,correct,2019-11-20 19:50:51
54,37,correct,2019-11-20 19:50:52
73,37,correct,2019-11-20 19:51:12
15,43,correct,2019-11-20 19:52:29
1,55,correct,2019-11-20 19:53:49
20,37,correct,2019-11-20 19:54:16
13,53,correct,2019-11-20 19:54:17
34,47,correct,2019-11-20 19:55:14
16,43,correct,2019-11-20 19:55:20
12,37,correct,2019-11-20 19:55:48
7,55,correct,2019-11-20 19:56:02
9,55,correct,2019-11-20 19:57:51
35,47,correct,2019-11-20 19:58:44
17,43,correct,2019-11-20 19:59:56
36,47,correct,2019-11-20 20:00:00
20,55,correct,2019-11-20 20:00:18
10,53,correct,2019-11-20 20:00:26
37,47,correct,2019-11-20 20:00:55
38,47,correct,2019-11-20 20:01:31
8,53,correct,2019-11-20 20:01:37
21,22,correct,2019-11-20 20:02:09
55,31,correct,2019-11-20 20:02:23
39,47,correct,2019-11-20 20:03:02
7,53,correct,2019-11-20 20:03:13
15,55,correct,2019-11-20 20:03:16
16,55,correct,2019-11-20 20:03:34
19,43,correct,2019-11-20 20:03:43
56,31,correct,2019-11-20 20:04:15
40,47,correct,2019-11-20 20:04:21
40,31,correct,2019-11-20 20:04:55
20,43,correct,2019-11-20 20:05:00
16,53,correct,2019-11-20 20:05:20
9,43,correct,2019-11-20 20:06:55
1,57,correct,2019-11-20 20:07:16
2,55,correct,2019-11-20 20:07:58
3,55,correct,2019-11-20 20:08:16
35,31,correct,2019-11-20 20:08:27
31,57,correct,2019-11-20 20:08:54
4,55,correct,2019-11-20 20:09:09
5,55,correct,2019-11-20 20:09:18
1,6,correct,2019-11-20 20:09:23
36,31,correct,2019-11-20 20:09:55
6,55,correct,2019-11-20 20:10:08
52,31,correct,2019-11-20 20:10:51
8,55,correct,2019-11-20 20:11:15
10,55,correct,2019-11-20 20:11:56
53,31,correct,2019-11-20 20:11:57
3,6,correct,2019-11-20 20:12:17
4,6,correct,2019-11-20 20:12:26
5,6,correct,2019-11-20 20:12:56
2,6,correct,2019-11-20 20:13:09
11,55,correct,2019-11-20 20:13:56
3,25,correct,2019-11-20 20:14:18
7,6,correct,2019-11-20 20:14:55
12,55,correct,2019-11-20 20:15:04
29,25,correct,2019-11-20 20:15:20
6,6,correct,2019-11-20 20:15:29
17,53,correct,2019-11-20 20:16:12
1,59,correct,2019-11-20 20:16:19
8,6,correct,2019-11-20 20:18:15
18,43,correct,2019-11-20 20:18:31
72,53,correct,2019-11-20 20:18:49
10,6,correct,2019-11-20 20:19:18
31,59,correct,2019-11-20 20:20:20
32,59,correct,2019-11-20 20:21:10
34,31,correct,2019-11-20 20:21:21
1,60,correct,2019-11-20 20:21:40
33,59,correct,2019-11-20 20:21:41
31,36,correct,2019-11-20 20:21:57
34,59,correct,2019-11-20 20:22:05
74,31,correct,2019-11-20 20:22:07
72,31,correct,2019-11-20 20:22:58
35,59,correct,2019-11-20 20:22:58
36,59,correct,2019-11-20 20:23:45
32,36,correct,2019-11-20 20:24:18
37,59,correct,2019-11-20 20:25:01
38,59,correct,2019-11-20 20:25:25
32,60,correct,2019-11-20 20:25:37
39,59,correct,2019-11-20 20:26:00
33,36,correct,2019-11-20 20:26:00
40,59,correct,2019-11-20 20:26:13
41,59,correct,2019-11-20 20:26:34
42,59,correct,2019-11-20 20:27:00
43,59,correct,2019-11-20 20:27:09
34,36,correct,2019-11-20 20:27:19
44,59,correct,2019-11-20 20:27:20
78,31,correct,2019-11-20 20:27:32
45,59,correct,2019-11-20 20:27:41
79,31,correct,2019-11-20 20:28:02
35,60,correct,2019-11-20 20:28:02
36,60,correct,2019-11-20 20:28:25
35,36,correct,2019-11-20 20:28:52
52,59,correct,2019-11-20 20:29:11
38,60,correct,2019-11-20 20:29:18
36,36,correct,2019-11-20 20:29:21
72,59,correct,2019-11-20 20:29:30
39,60,correct,2019-11-20 20:29:34
74,59,correct,2019-11-20 20:29:46
40,60,correct,2019-11-20 20:29:47
41,60,correct,2019-11-20 20:30:31
55,59,correct,2019-11-20 20:30:31
37,36,correct,2019-11-20 20:30:47
42,60,correct,2019-11-20 20:31:00
43,60,correct,2019-11-20 20:31:20
56,59,correct,2019-11-20 20:31:20
1,62,correct,2019-11-20 20:31:28
44,60,correct,2019-11-20 20:31:31
54,59,correct,2019-11-20 20:31:37
45,60,correct,2019-11-20 20:31:45
57,59,correct,2019-11-20 20:31:53
46,60,correct,2019-11-20 20:32:17
47,60,correct,2019-11-20 20:32:36
48,60,correct,2019-11-20 20:32:44
46,59,correct,2019-11-20 20:33:32
47,59,correct,2019-11-20 20:33:42
50,60,correct,2019-11-20 20:33:49
48,59,correct,2019-11-20 20:33:52
49,59,correct,2019-11-20 20:34:06
50,59,correct,2019-11-20 20:34:21
52,60,correct,2019-11-20 20:34:45
31,62,correct,2019-11-20 20:35:15
58,59,correct,2019-11-20 20:35:15
53,60,correct,2019-11-20 20:35:16
59,59,correct,2019-11-20 20:35:29
31,65,correct,2019-11-20 20:35:29
54,60,correct,2019-11-20 20:35:31
32,65,correct,2019-11-20 20:35:42
33,65,correct,2019-11-20 20:36:00
1,63,correct,2019-11-20 20:36:19
34,65,correct,2019-11-20 20:36:19
55,60,correct,2019-11-20 20:36:35
56,60,correct,2019-11-20 20:37:12
35,65,correct,2019-11-20 20:37:37
36,65,correct,2019-11-20 20:37:49
37,65,correct,2019-11-20 20:38:10
38,65,correct,2019-11-20 20:38:23
31,63,correct,2019-11-20 20:38:28
39,65,correct,2019-11-20 20:38:34
31,66,correct,2019-11-20 20:38:42
40,65,correct,2019-11-20 20:38:47
41,65,correct,2019-11-20 20:39:09
42,65,correct,2019-11-20 20:39:19
43,65,correct,2019-11-20 20:39:31
44,65,correct,2019-11-20 20:39:41
45,65,correct,2019-11-20 20:39:51
46,65,correct,2019-11-20 20:39:58
47,65,correct,2019-11-20 20:40:06
48,65,correct,2019-11-20 20:40:13
76,65,correct,2019-11-20 20:41:00
31,67,correct,2019-11-20 20:41:14
53,65,correct,2019-11-20 20:41:23
52,65,correct,2019-11-20 20:41:39
54,65,correct,2019-11-20 20:41:48
32,67,correct,2019-11-20 20:41:49
4,25,correct,2019-11-20 20:42:24
55,65,correct,2019-11-20 20:42:35
2,25,correct,2019-11-20 20:42:37
33,67,correct,2019-11-20 20:42:45
5,25,correct,2019-11-20 20:42:51
6,25,correct,2019-11-20 20:43:33
41,47,correct,2019-11-20 20:43:41
72,65,correct,2019-11-20 20:44:08
56,65,correct,2019-11-20 20:44:38
57,65,correct,2019-11-20 20:44:57
1,66,correct,2019-11-20 20:45:12
74,65,correct,2019-11-20 20:45:26
1,67,correct,2019-11-20 20:45:39
43,47,correct,2019-11-20 20:46:24
44,47,correct,2019-11-20 20:46:36
32,66,correct,2019-11-20 20:46:37
42,47,correct,2019-11-20 20:46:47
50,65,correct,2019-11-20 20:46:55
58,65,correct,2019-11-20 20:47:15
45,47,correct,2019-11-20 20:47:51
1,65,correct,2019-11-20 20:48:04
46,47,correct,2019-11-20 20:48:08
47,47,correct,2019-11-20 20:48:21
59,65,correct,2019-11-20 20:48:22
60,65,correct,2019-11-20 20:48:30
48,47,correct,2019-11-20 20:48:35
61,65,correct,2019-11-20 20:48:38
62,65,correct,2019-11-20 20:48:45
49,47,correct,2019-11-20 20:48:50
50,47,correct,2019-11-20 20:49:04
71,65,correct,2019-11-20 20:49:11
63,65,correct,2019-11-20 20:49:21
64,65,correct,2019-11-20 20:49:30
65,65,correct,2019-11-20 20:49:39
51,47,correct,2019-11-20 20:49:45
66,65,correct,2019-11-20 20:49:46
67,65,correct,2019-11-20 20:49:54
68,65,correct,2019-11-20 20:50:17
69,65,correct,2019-11-20 20:50:26
70,65,correct,2019-11-20 20:50:36
36,66,correct,2019-11-20 20:50:38
75,65,correct,2019-11-20 20:50:48
52,47,correct,2019-11-20 20:51:25
38,66,correct,2019-11-20 20:51:55
38,36,correct,2019-11-20 20:52:08
39,66,correct,2019-11-20 20:52:14
53,47,correct,2019-11-20 20:52:16
39,36,correct,2019-11-20 20:52:28
40,66,correct,2019-11-20 20:52:35
40,36,correct,2019-11-20 20:53:15
41,66,correct,2019-11-20 20:53:21
42,66,correct,2019-11-20 20:53:43
10,65,correct,2019-11-20 20:53:46
43,66,correct,2019-11-20 20:53:53
54,47,correct,2019-11-20 20:54:24
44,66,correct,2019-11-20 20:54:32
45,66,correct,2019-11-20 20:54:46
46,66,correct,2019-11-20 20:55:03
41,36,correct,2019-11-20 20:55:06
7,65,correct,2019-11-20 20:55:07
55,47,correct,2019-11-20 20:55:10
47,66,correct,2019-11-20 20:55:17
48,66,correct,2019-11-20 20:55:27
56,47,correct,2019-11-20 20:55:40
49,66,correct,2019-11-20 20:55:43
50,66,correct,2019-11-20 20:55:57
12,65,correct,2019-11-20 20:56:10
57,47,correct,2019-11-20 20:56:31
58,47,correct,2019-11-20 20:56:42
59,47,correct,2019-11-20 20:56:54
43,36,correct,2019-11-20 20:56:56
60,47,correct,2019-11-20 20:57:12
61,47,correct,2019-11-20 20:57:40
62,47,correct,2019-11-20 20:57:56
54,66,correct,2019-11-20 20:58:18
1,68,correct,2019-11-20 20:58:18
63,47,correct,2019-11-20 20:58:35
15,65,correct,2019-11-20 20:58:37
64,47,correct,2019-11-20 20:58:52
55,66,correct,2019-11-20 20:58:52
65,47,correct,2019-11-20 20:59:40
56,66,correct,2019-11-20 20:59:48
66,47,correct,2019-11-20 20:59:56
57,66,correct,2019-11-20 21:00:03
67,47,correct,2019-11-20 21:00:32
58,66,correct,2019-11-20 21:00:43
59,66,correct,2019-11-20 21:01:05
68,47,correct,2019-11-20 21:01:31
60,66,correct,2019-11-20 21:01:34
69,47,correct,2019-11-20 21:01:45
61,66,correct,2019-11-20 21:01:49
70,47,correct,2019-11-20 21:02:13
62,66,correct,2019-11-20 21:02:13
1,69,correct,2019-11-20 21:02:27
71,47,correct,2019-11-20 21:02:36
63,66,correct,2019-11-20 21:02:39
64,66,correct,2019-11-20 21:03:04
72,47,correct,2019-11-20 21:03:18
65,66,correct,2019-11-20 21:03:29
67,66,correct,2019-11-20 21:04:30
68,66,correct,2019-11-20 21:04:56
69,66,correct,2019-11-20 21:05:08
70,66,correct,2019-11-20 21:05:19
71,66,correct,2019-11-20 21:05:32
72,66,correct,2019-11-20 21:06:12
7,69,correct,2019-11-20 21:06:41
18,65,correct,2019-11-20 21:07:55
74,47,correct,2019-11-20 21:08:35
75,47,correct,2019-11-20 21:08:52
76,47,correct,2019-11-20 21:09:10
31,73,correct,2019-11-20 21:09:39
32,73,correct,2019-11-20 21:10:01
17,65,correct,2019-11-20 21:10:47
1,70,correct,2019-11-20 21:11:11
74,66,correct,2019-11-20 21:11:40
34,73,correct,2019-11-20 21:11:53
75,66,correct,2019-11-20 21:12:01
76,66,correct,2019-11-20 21:12:14
4,47,correct,2019-11-20 21:12:34
9,65,correct,2019-11-20 21:12:44
36,73,correct,2019-11-20 21:12:45
5,47,correct,2019-11-20 21:14:01
7,47,correct,2019-11-20 21:16:42
45,36,correct,2019-11-20 21:16:44
1,73,correct,2019-11-20 21:16:51
1,72,correct,2019-11-20 21:17:24
16,65,correct,2019-11-20 21:18:06
7,70,correct,2019-11-20 21:18:10
6,47,correct,2019-11-20 21:18:20
39,26,correct,2019-11-20 21:19:03
46,36,correct,2019-11-20 21:19:06
47,36,correct,2019-11-20 21:19:16
48,36,correct,2019-11-20 21:19:27
42,26,correct,2019-11-20 21:19:34
43,26,correct,2019-11-20 21:19:52
73,65,correct,2019-11-20 21:19:59
44,26,correct,2019-11-20 21:20:02
11,70,correct,2019-11-20 21:20:03
46,26,correct,2019-11-20 21:20:10
45,26,correct,2019-11-20 21:20:26
47,26,correct,2019-11-20 21:20:36
32,72,correct,2019-11-20 21:20:39
48,26,correct,2019-11-20 21:20:49
49,26,correct,2019-11-20 21:21:01
50,26,correct,2019-11-20 21:21:10
8,47,correct,2019-11-20 21:21:22
51,26,correct,2019-11-20 21:21:29
58,26,correct,2019-11-20 21:21:41
59,26,correct,2019-11-20 21:21:51
60,26,correct,2019-11-20 21:22:03
15,70,correct,2019-11-20 21:22:20
61,26,correct,2019-11-20 21:22:29
76,36,correct,2019-11-20 21:22:31
1,74,correct,2019-11-20 21:22:33
62,26,correct,2019-11-20 21:22:41
63,26,correct,2019-11-20 21:22:55
64,26,correct,2019-11-20 21:23:12
10,47,correct,2019-11-20 21:23:16
65,26,correct,2019-11-20 21:23:35
13,65,correct,2019-11-20 21:23:44
75,36,correct,2019-11-20 21:24:11
19,70,correct,2019-11-20 21:24:13
66,26,correct,2019-11-20 21:24:15
75,26,correct,2019-11-20 21:24:31
8,65,correct,2019-11-20 21:24:44
76,26,correct,2019-11-20 21:24:46
34,72,correct,2019-11-20 21:25:03
14,65,correct,2019-11-20 21:27:16
31,75,correct,2019-11-20 21:27:30
32,75,correct,2019-11-20 21:27:49
10,70,correct,2019-11-20 21:27:52
33,75,correct,2019-11-20 21:28:24
34,75,correct,2019-11-20 21:28:42
2,65,correct,2019-11-20 21:28:43
6,65,correct,2019-11-20 21:29:00
35,72,correct,2019-11-20 21:29:08
35,75,correct,2019-11-20 21:29:11
36,75,correct,2019-11-20 21:29:29
36,72,correct,2019-11-20 21:29:36
37,72,correct,2019-11-20 21:30:06
37,75,correct,2019-11-20 21:30:07
7,74,correct,2019-11-20 21:30:14
5,65,correct,2019-11-20 21:30:19
38,75,correct,2019-11-20 21:30:24
38,72,correct,2019-11-20 21:30:24
39,75,correct,2019-11-20 21:30:34
39,72,correct,2019-11-20 21:30:37
40,75,correct,2019-11-20 21:30:51
40,72,correct,2019-11-20 21:30:53
19,65,correct,2019-11-20 21:31:03
41,75,correct,2019-11-20 21:31:07
41,72,correct,2019-11-20 21:31:13
11,47,correct,2019-11-20 21:31:16
42,75,correct,2019-11-20 21:31:41
42,72,correct,2019-11-20 21:31:41
31,78,correct,2019-11-20 21:31:50
43,72,correct,2019-11-20 21:32:00
43,75,correct,2019-11-20 21:32:07
44,75,correct,2019-11-20 21:32:14
44,72,correct,2019-11-20 21:32:14
45,75,correct,2019-11-20 21:32:25
45,72,correct,2019-11-20 21:32:27
46,75,correct,2019-11-20 21:32:34
46,72,correct,2019-11-20 21:32:37
32,78,correct,2019-11-20 21:32:44
47,75,correct,2019-11-20 21:32:44
47,72,correct,2019-11-20 21:33:18
48,75,correct,2019-11-20 21:33:19
48,72,correct,2019-11-20 21:33:33
49,75,correct,2019-11-20 21:34:09
1,77,correct,2019-11-20 21:34:54
13,74,correct,2019-11-20 21:34:55
50,75,correct,2019-11-20 21:35:12
35,78,correct,2019-11-20 21:35:13
50,72,correct,2019-11-20 21:35:18
51,75,correct,2019-11-20 21:35:31
51,72,correct,2019-11-20 21:35:36
12,47,correct,2019-11-20 21:35:46
31,79,correct,2019-11-20 21:35:51
52,72,correct,2019-11-20 21:36:15
52,75,correct,2019-11-20 21:36:38
74,78,correct,2019-11-20 21:36:49
4,65,correct,2019-11-20 21:37:05
72,78,correct,2019-11-20 21:37:26
53,72,correct,2019-11-20 21:37:44
1,79,correct,2019-11-20 21:37:44
53,75,correct,2019-11-20 21:37:48
54,75,correct,2019-11-20 21:38:15
54,72,correct,2019-11-20 21:38:19
56,78,correct,2019-11-20 21:38:23
55,72,correct,2019-11-20 21:38:53
55,75,correct,2019-11-20 21:38:54
56,75,correct,2019-11-20 21:39:27
53,78,correct,2019-11-20 21:39:31
56,72,correct,2019-11-20 21:39:41
13,47,correct,2019-11-20 21:39:42
57,75,correct,2019-11-20 21:40:00
57,72,correct,2019-11-20 21:40:05
55,78,correct,2019-11-20 21:40:10
58,75,correct,2019-11-20 21:40:12
58,72,correct,2019-11-20 21:40:17
59,75,correct,2019-11-20 21:40:19
3,65,correct,2019-11-20 21:40:26
59,72,correct,2019-11-20 21:40:26
52,78,correct,2019-11-20 21:40:45
60,72,correct,2019-11-20 21:40:48
60,75,correct,2019-11-20 21:40:49
40,78,correct,2019-11-20 21:41:04
61,75,correct,2019-11-20 21:41:05
11,79,correct,2019-11-20 21:41:10
61,72,correct,2019-11-20 21:41:18
62,75,correct,2019-11-20 21:41:26
62,72,correct,2019-11-20 21:41:37
41,78,correct,2019-11-20 21:41:41
63,75,correct,2019-11-20 21:41:43
63,72,correct,2019-11-20 21:41:54
34,78,correct,2019-11-20 21:41:59
64,75,correct,2019-11-20 21:41:59
64,72,correct,2019-11-20 21:42:08
65,75,correct,2019-11-20 21:42:14
65,72,correct,2019-11-20 21:42:20
66,75,correct,2019-11-20 21:42:39
66,72,correct,2019-11-20 21:42:42
10,79,correct,2019-11-20 21:42:59
67,72,correct,2019-11-20 21:43:03
67,75,correct,2019-11-20 21:43:05
68,72,correct,2019-11-20 21:43:24
68,75,correct,2019-11-20 21:43:27
69,72,correct,2019-11-20 21:43:40
69,75,correct,2019-11-20 21:43:42
70,75,correct,2019-11-20 21:44:02
70,72,correct,2019-11-20 21:44:06
71,75,correct,2019-11-20 21:44:24
71,72,correct,2019-11-20 21:44:27
72,72,correct,2019-11-20 21:45:16
72,75,correct,2019-11-20 21:45:21
1,78,correct,2019-11-20 21:45:54
21,65,correct,2019-11-20 21:46:05
73,72,correct,2019-11-20 21:46:21
73,75,correct,2019-11-20 21:46:30
1,80,correct,2019-11-20 21:46:32
74,72,correct,2019-11-20 21:47:14
20,65,correct,2019-11-20 21:47:14
74,75,correct,2019-11-20 21:47:16
31,80,correct,2019-11-20 21:47:23
75,75,correct,2019-11-20 21:47:30
75,72,correct,2019-11-20 21:47:34
76,75,correct,2019-11-20 21:47:44
76,72,correct,2019-11-20 21:47:47
32,80,correct,2019-11-20 21:47:57
1,75,correct,2019-11-20 21:49:05
34,80,correct,2019-11-20 21:49:35
35,80,correct,2019-11-20 21:50:15
54,36,correct,2019-11-20 21:50:57
55,36,correct,2019-11-20 21:52:24
36,80,correct,2019-11-20 21:52:52
37,80,correct,2019-11-20 21:53:35
52,36,correct,2019-11-20 21:54:34
1,82,correct,2019-11-20 21:55:54
